defaulted,loan_amnt,term,int_rate,sub_grade,dti,fico,pub_rec,emp_length,home_ownership,verification_status,addr_state,annual_inc,issue_yr
True,9500.0,36 months,8.0,A3,3.53,785.0,0,3 years,RENT,Verified,NJ,55000,2008
True,6500.0,36 months,13.04,C5,6.76,665.0,0,9 years,MORTGAGE,Verified,PA,63000,2008
False,5400.0,36 months,13.04,C5,22.08,705.0,1,4 years,MORTGAGE,Verified,NY,77000,2008
False,11500.0,36 months,11.78,C1,15.21,705.0,0,8 years,RENT,Verified,KY,45760,2008
True,10500.0,36 months,9.38,A5,6.41,735.0,0,1 year,RENT,Verified,WA,55000,2008
False,7500.0,36 months,13.04,C5,18.21,680.0,0,4 years,RENT,Verified,NJ,62000,2008
False,7000.0,36 months,15.57,E3,1.18,670.0,0,2 years,RENT,Verified,CA,56000,2008
False,12500.0,36 months,11.46,B5,14.16,705.0,0,< 1 year,MORTGAGE,Not Verified,FL,82800,2008
False,7200.0,36 months,9.07,A4,9.35,740.0,0,10+ years,MORTGAGE,Not Verified,MA,57996,2008
False,4775.0,36 months,11.14,B4,6.4,695.0,0,4 years,MORTGAGE,Verified,IL,51000,2008
False,7500.0,36 months,12.72,C4,11.12,675.0,0,7 years,MORTGAGE,Verified,AZ,82000,2008
False,7500.0,36 months,10.83,B3,20.91,745.0,0,2 years,MORTGAGE,Verified,VA,90000,2008
False,7500.0,36 months,10.51,B2,9.55,720.0,0,9 years,MORTGAGE,Not Verified,NJ,160000,2008
True,7500.0,36 months,10.2,B1,11.99,730.0,0,9 years,MORTGAGE,Not Verified,CA,78955,2008
True,6600.0,36 months,9.07,A4,1.84,740.0,0,< 1 year,OWN,Verified,FL,32004,2008
False,5150.0,36 months,12.41,C3,20.29,745.0,0,6 years,MORTGAGE,Not Verified,CA,105000,2008
False,7500.0,36 months,10.51,B2,16.23,725.0,0,1 year,OWN,Not Verified,CA,42000,2008
False,1500.0,36 months,8.32,A4,12.39,720.0,0,10+ years,MORTGAGE,Not Verified,NY,52000,2008
False,7500.0,36 months,9.07,A4,4.86,750.0,0,8 years,RENT,Verified,FL,60000,2008
False,7000.0,36 months,15.88,E4,24.19,665.0,0,< 1 year,RENT,Verified,MA,95000,2008
False,3000.0,36 months,10.2,B1,0.33,800.0,0,< 1 year,RENT,Not Verified,CT,55000,2008
True,5000.0,36 months,10.83,B3,21.53,740.0,0,7 years,RENT,Verified,CA,47496,2008
False,6000.0,36 months,9.07,A4,5.0,750.0,0,6 years,MORTGAGE,Not Verified,OK,65000,2008
False,4500.0,36 months,10.83,B3,13.54,710.0,0,8 years,RENT,Verified,FL,38000,2008
False,3000.0,36 months,11.78,C1,0.66,715.0,0,2 years,RENT,Verified,CA,28880,2008
False,4700.0,36 months,12.09,C2,21.93,710.0,0,< 1 year,RENT,Verified,CA,40000,2008
False,1775.0,36 months,12.72,C4,10.64,665.0,0,< 1 year,RENT,Not Verified,CA,45000,2008
False,3000.0,36 months,14.12,D5,9.3,660.0,0,< 1 year,RENT,Not Verified,CO,24000,2008
False,7500.0,36 months,10.96,B5,7.16,695.0,0,< 1 year,RENT,Not Verified,HI,36684,2008
False,4000.0,36 months,10.33,B3,10.03,700.0,0,5 years,MORTGAGE,Not Verified,WA,31000,2008
False,7500.0,36 months,10.01,B2,15.21,725.0,0,10+ years,MORTGAGE,Not Verified,VA,79000,2008
False,4000.0,36 months,7.68,A2,10.74,790.0,0,1 year,RENT,Verified,GA,41004,2008
False,2750.0,36 months,12.86,D1,13.57,665.0,0,2 years,MORTGAGE,Not Verified,FL,58000,2008
True,1000.0,36 months,11.28,C1,15.69,695.0,0,1 year,RENT,Not Verified,FL,35000,2008
False,3200.0,36 months,7.68,A2,3.59,755.0,0,< 1 year,MORTGAGE,Not Verified,GA,55800,2008
False,7500.0,36 months,11.59,C2,11.89,685.0,0,2 years,RENT,Not Verified,NJ,116600,2008
False,6000.0,36 months,12.86,D1,17.31,670.0,0,1 year,RENT,Verified,CA,33650,2008
False,7000.0,36 months,11.28,C1,10.06,690.0,0,1 year,MORTGAGE,Not Verified,FL,34000,2008
True,7500.0,36 months,13.49,D3,9.58,660.0,0,10+ years,MORTGAGE,Verified,DC,145900,2008
False,4800.0,36 months,11.59,C2,13.19,680.0,0,10+ years,MORTGAGE,Verified,MD,85000,2008
False,2400.0,36 months,13.8,D4,1.35,660.0,0,3 years,RENT,Not Verified,SC,48000,2008
True,6000.0,36 months,11.28,C1,5.24,710.0,0,6 years,RENT,Not Verified,NJ,47628,2008
False,6000.0,36 months,8.63,A5,1.84,725.0,0,10+ years,MORTGAGE,Not Verified,GA,80004,2008
False,5000.0,36 months,8.63,A5,1.71,740.0,0,< 1 year,RENT,Not Verified,CA,21000,2008
False,7500.0,36 months,11.28,C1,1.32,720.0,0,< 1 year,MORTGAGE,Verified,AZ,87000,2008
False,5000.0,36 months,8.32,A4,19.41,780.0,0,8 years,MORTGAGE,Not Verified,FL,52000,2008
False,7500.0,36 months,8.63,A5,7.44,740.0,0,8 years,RENT,Not Verified,NY,225000,2008
False,5600.0,36 months,14.12,D5,24.77,680.0,0,< 1 year,RENT,Not Verified,TN,28000,2008
False,2875.0,36 months,11.28,C1,4.83,685.0,1,1 year,RENT,Not Verified,TX,36800,2008
False,7500.0,36 months,10.01,B2,9.62,715.0,0,2 years,RENT,Not Verified,TX,50000,2008
False,6000.0,36 months,11.28,C1,5.43,680.0,0,2 years,RENT,Not Verified,RI,40000,2008
False,7000.0,36 months,10.96,B5,6.17,695.0,1,10+ years,MORTGAGE,Not Verified,TX,63000,2008
False,3000.0,36 months,10.33,B3,9.0,695.0,0,3 years,RENT,Not Verified,GA,22000,2008
False,7500.0,36 months,13.8,D4,20.3,670.0,0,5 years,MORTGAGE,Not Verified,FL,50000,2008
False,5000.0,36 months,11.59,C2,17.08,685.0,0,< 1 year,RENT,Not Verified,IL,30000,2008
False,7500.0,36 months,8.0,A3,3.92,780.0,0,< 1 year,RENT,Verified,NY,230000,2008
False,7500.0,36 months,12.54,C5,20.95,700.0,0,1 year,RENT,Verified,VA,87360,2008
False,1000.0,36 months,7.37,A1,0.74,780.0,0,10+ years,OWN,Verified,TX,77367,2008
False,5600.0,36 months,8.32,A4,17.04,750.0,0,10+ years,RENT,Not Verified,FL,56000,2008
False,7500.0,36 months,11.59,C2,20.45,705.0,0,10+ years,MORTGAGE,Not Verified,NY,50000,2008
True,6000.0,36 months,11.28,C1,14.68,685.0,0,4 years,RENT,Verified,CA,63500,2008
False,7500.0,36 months,8.32,A4,4.36,750.0,0,1 year,MORTGAGE,Verified,VA,82000,2008
True,5000.0,36 months,11.28,C1,4.65,680.0,0,2 years,MORTGAGE,Not Verified,GA,55000,2008
False,6000.0,36 months,7.68,A2,9.39,785.0,0,8 years,RENT,Not Verified,CA,41004,2008
False,6400.0,36 months,8.32,A4,13.02,750.0,0,< 1 year,OWN,Not Verified,NY,40000,2008
False,7500.0,36 months,10.33,B3,0.0,770.0,0,1 year,RENT,Not Verified,TX,42000,2008
False,7500.0,36 months,12.22,C4,14.84,675.0,0,8 years,MORTGAGE,Not Verified,NY,55000,2008
True,7500.0,36 months,11.28,C1,16.86,695.0,0,< 1 year,RENT,Verified,CA,72000,2008
False,3500.0,36 months,11.91,C3,2.47,675.0,0,9 years,RENT,Verified,NY,175000,2008
True,7000.0,36 months,15.38,E4,9.24,665.0,1,6 years,MORTGAGE,Not Verified,AZ,80000,2008
False,3000.0,36 months,10.01,B2,1.2,720.0,0,5 years,RENT,Not Verified,NY,35000,2008
False,7500.0,36 months,11.59,C2,20.29,705.0,0,5 years,MORTGAGE,Not Verified,MI,100000,2008
False,6000.0,36 months,8.0,A3,6.23,750.0,0,3 years,MORTGAGE,Not Verified,CA,53000,2008
False,4700.0,36 months,10.96,B5,13.6,720.0,0,2 years,RENT,Not Verified,FL,45000,2008
False,4250.0,36 months,16.96,F4,29.42,670.0,0,5 years,RENT,Not Verified,SC,35000,2008
False,7500.0,36 months,11.91,C3,20.69,705.0,0,2 years,RENT,Verified,CA,50750,2008
False,6000.0,36 months,12.22,C4,5.06,720.0,0,2 years,OTHER,Not Verified,MD,92000,2008
False,1500.0,36 months,8.32,A4,2.53,730.0,0,4 years,RENT,Not Verified,NJ,38000,2008
False,2400.0,36 months,12.22,C4,22.36,675.0,0,< 1 year,RENT,Not Verified,WV,41600,2008
False,7500.0,36 months,8.32,A4,13.64,775.0,0,< 1 year,RENT,Not Verified,RI,44875,2008
False,5500.0,36 months,12.22,C4,17.63,675.0,0,< 1 year,RENT,Not Verified,CA,28089,2008
False,2300.0,36 months,13.17,D2,2.26,670.0,0,10+ years,RENT,Verified,NJ,37152,2008
False,5000.0,36 months,10.33,B3,5.52,710.0,0,< 1 year,RENT,Not Verified,CA,30000,2008
False,7500.0,36 months,10.96,B5,18.52,710.0,0,6 years,RENT,Not Verified,NV,44720,2008
False,3200.0,36 months,9.7,B1,20.84,755.0,0,5 years,MORTGAGE,Verified,NV,39962,2008
False,5000.0,36 months,10.96,B5,0.6,720.0,0,1 year,RENT,Not Verified,MI,30000,2008
False,3200.0,36 months,12.86,D1,14.77,670.0,0,7 years,RENT,Verified,PA,33888,2008
True,4900.0,36 months,10.96,B5,9.92,685.0,0,1 year,MORTGAGE,Not Verified,AZ,75000,2008
False,1500.0,36 months,12.86,D1,13.45,660.0,1,2 years,RENT,Not Verified,IL,35780,2008
False,7500.0,36 months,10.96,B5,12.04,695.0,0,1 year,OWN,Not Verified,TN,65000,2008
False,3000.0,36 months,16.33,F2,26.05,670.0,0,< 1 year,RENT,Not Verified,CA,55000,2008
False,6600.0,36 months,10.33,B3,13.88,750.0,0,10+ years,RENT,Not Verified,IL,30004,2008
False,3600.0,36 months,9.7,B1,15.04,745.0,0,10+ years,RENT,Not Verified,CA,30000,2008
False,7500.0,36 months,14.75,E2,20.4,660.0,0,1 year,RENT,Not Verified,GA,30000,2008
True,7500.0,36 months,11.91,C3,14.33,680.0,0,10+ years,RENT,Not Verified,FL,48996,2008
True,7500.0,36 months,16.33,F2,10.8,665.0,0,6 years,MORTGAGE,Not Verified,OH,50000,2008
False,4900.0,36 months,14.12,D5,23.85,680.0,1,3 years,RENT,Not Verified,CA,32400,2008
False,7500.0,36 months,11.91,C3,18.11,685.0,0,< 1 year,MORTGAGE,Verified,IL,73426,2008
False,5000.0,36 months,11.91,C3,19.77,675.0,1,2 years,RENT,Verified,CA,36933,2008
False,4000.0,36 months,14.75,E2,12.96,690.0,0,< 1 year,RENT,Not Verified,VA,62400,2008
False,1800.0,36 months,8.32,A4,8.5,740.0,0,2 years,RENT,Not Verified,PA,31000,2008
False,7500.0,36 months,10.33,B3,5.41,710.0,0,1 year,RENT,Not Verified,DC,87000,2008
False,5500.0,36 months,8.32,A4,17.9,755.0,0,2 years,RENT,Not Verified,CA,50000,2008
False,5000.0,36 months,13.17,D2,14.6,665.0,0,< 1 year,RENT,Not Verified,FL,60000,2008
True,7500.0,36 months,11.59,C2,8.53,680.0,1,< 1 year,MORTGAGE,Verified,VA,38000,2008
False,4000.0,36 months,10.96,B5,8.0,685.0,0,3 years,RENT,Not Verified,NJ,33000,2008
False,6500.0,36 months,10.96,B5,17.41,730.0,0,10+ years,RENT,Not Verified,DE,44724,2008
True,3000.0,36 months,11.28,C1,12.45,715.0,0,< 1 year,RENT,Not Verified,FL,24000,2008
False,7500.0,36 months,10.96,B5,20.02,720.0,0,6 years,OWN,Not Verified,TN,22000,2008
False,2000.0,36 months,11.28,C1,13.43,685.0,0,2 years,MORTGAGE,Not Verified,SD,42000,2008
False,7500.0,36 months,10.33,B3,8.62,720.0,0,10+ years,RENT,Not Verified,CA,68608,2008
False,3000.0,36 months,8.32,A4,6.58,720.0,0,10+ years,MORTGAGE,Not Verified,PA,26796,2008
False,5000.0,36 months,11.91,C3,23.63,740.0,0,2 years,RENT,Not Verified,CO,42000,2008
False,7500.0,36 months,13.17,D2,23.03,700.0,0,8 years,MORTGAGE,Not Verified,NC,80500,2008
False,4000.0,36 months,8.32,A4,0.0,765.0,0,6 years,OWN,Not Verified,LA,66480,2008
False,6000.0,36 months,7.68,A2,5.19,780.0,0,2 years,MORTGAGE,Not Verified,TX,175000,2008
True,7500.0,36 months,10.01,B2,5.13,715.0,1,< 1 year,RENT,Not Verified,FL,40000,2008
False,2700.0,36 months,9.7,B1,13.44,750.0,0,1 year,RENT,Not Verified,NY,51000,2008
False,7200.0,36 months,11.28,C1,19.25,705.0,0,8 years,RENT,Verified,NY,56052,2008
False,7500.0,36 months,11.28,C1,11.19,685.0,0,1 year,RENT,Not Verified,NJ,160000,2008
False,5000.0,36 months,15.07,E3,7.9,660.0,0,< 1 year,RENT,Not Verified,NY,27500,2008
False,7500.0,36 months,12.22,C4,11.75,675.0,0,2 years,RENT,Not Verified,NJ,116700,2008
False,7500.0,36 months,13.17,D2,18.95,675.0,0,2 years,MORTGAGE,Verified,MN,71688,2008
False,7500.0,36 months,11.59,C2,11.92,690.0,0,3 years,RENT,Not Verified,NY,155000,2008
False,7500.0,36 months,15.07,E3,19.44,660.0,0,5 years,MORTGAGE,Not Verified,MD,75000,2008
False,3000.0,36 months,9.7,B1,7.13,710.0,0,1 year,RENT,Not Verified,NY,18008,2008
False,5000.0,36 months,11.91,C3,19.33,685.0,0,4 years,RENT,Not Verified,NY,27996,2008
False,7500.0,36 months,8.63,A5,16.11,760.0,0,8 years,MORTGAGE,Not Verified,CA,84000,2008
False,7000.0,36 months,12.54,C5,10.92,670.0,1,3 years,RENT,Not Verified,CA,79000,2008
False,4000.0,36 months,16.01,F1,24.47,695.0,0,2 years,MORTGAGE,Not Verified,NJ,40900,2008
False,3000.0,36 months,11.28,C1,22.78,700.0,0,< 1 year,MORTGAGE,Not Verified,VA,35500,2008
False,6400.0,36 months,14.75,E2,12.47,660.0,0,3 years,RENT,Not Verified,MI,28000,2008
False,7000.0,36 months,13.17,D2,16.09,660.0,0,2 years,MORTGAGE,Not Verified,CA,49000,2008
False,7500.0,36 months,12.86,D1,10.71,680.0,0,10+ years,MORTGAGE,Verified,AZ,105000,2008
False,6000.0,36 months,10.33,B3,1.79,700.0,0,1 year,RENT,Not Verified,CO,47000,2008
False,12000.0,36 months,12.22,C4,18.08,690.0,0,< 1 year,RENT,Not Verified,NJ,60000,2008
False,3000.0,36 months,12.54,C5,3.02,665.0,0,< 1 year,MORTGAGE,Not Verified,CA,31000,2008
False,6500.0,36 months,8.32,A4,4.26,740.0,0,2 years,RENT,Verified,PA,31000,2008
False,10000.0,36 months,12.22,C4,13.16,675.0,1,2 years,MORTGAGE,Not Verified,CA,36933,2008
False,5000.0,36 months,8.32,A4,8.34,735.0,0,3 years,RENT,Not Verified,FL,82000,2008
False,10000.0,36 months,10.96,B5,15.43,705.0,0,3 years,RENT,Not Verified,CA,58000,2008
False,10000.0,36 months,13.8,D4,3.07,660.0,0,3 years,MORTGAGE,Not Verified,CA,200000,2008
False,9000.0,36 months,12.22,C4,19.0,675.0,0,3 years,MORTGAGE,Not Verified,NM,138000,2008
False,5000.0,36 months,12.54,C5,22.13,680.0,0,< 1 year,RENT,Not Verified,CA,54996,2008
False,3000.0,36 months,10.01,B2,10.8,700.0,0,8 years,RENT,Not Verified,CA,58752,2008
False,2000.0,36 months,10.01,B2,11.56,705.0,0,1 year,RENT,Not Verified,CA,54000,2008
False,8000.0,36 months,13.17,D2,10.81,665.0,0,1 year,RENT,Not Verified,TX,55161,2008
True,15000.0,36 months,10.96,B5,1.33,710.0,1,5 years,RENT,Not Verified,NY,45000,2008
False,5000.0,36 months,8.0,A3,11.6,760.0,0,1 year,RENT,Not Verified,NY,51000,2008
False,8500.0,36 months,15.7,E5,24.91,660.0,0,7 years,RENT,Not Verified,MI,50000,2008
False,10000.0,36 months,9.7,B1,9.77,730.0,0,5 years,OTHER,Not Verified,CA,108000,2008
False,7500.0,36 months,10.71,B5,12.38,695.0,0,4 years,MORTGAGE,Verified,MI,41000,2008
True,14000.0,36 months,10.33,B3,16.15,725.0,0,< 1 year,OWN,Not Verified,MD,50000,2008
False,15000.0,36 months,10.64,B4,14.62,720.0,0,10+ years,RENT,Not Verified,NY,75127,2008
True,15000.0,36 months,11.28,C1,19.6,715.0,0,4 years,OWN,Not Verified,TX,100000,2008
False,2900.0,36 months,8.0,A3,4.82,735.0,0,< 1 year,RENT,Not Verified,NJ,50000,2008
True,15000.0,36 months,12.22,C4,22.76,710.0,0,5 years,MORTGAGE,Verified,GA,57000,2008
False,2000.0,36 months,11.91,C3,16.03,670.0,0,8 years,MORTGAGE,Not Verified,MD,50004,2008
False,15000.0,36 months,12.86,D1,18.14,675.0,0,10+ years,MORTGAGE,Not Verified,MI,52320,2008
False,6000.0,36 months,12.22,C4,14.77,675.0,0,10+ years,RENT,Not Verified,NY,48000,2008
False,7500.0,36 months,10.96,B5,1.8,695.0,0,6 years,OWN,Not Verified,TX,30000,2008
False,6000.0,36 months,9.7,B1,0.51,715.0,0,10+ years,RENT,Not Verified,CA,39996,2008
False,5600.0,36 months,10.64,B4,4.26,695.0,1,4 years,OTHER,Not Verified,MD,78000,2008
False,3000.0,36 months,9.7,B1,3.31,705.0,0,5 years,RENT,Not Verified,LA,62000,2008
True,12000.0,36 months,13.49,D3,14.53,665.0,0,1 year,RENT,Not Verified,GA,55000,2008
True,7500.0,36 months,8.63,A5,19.2,785.0,0,< 1 year,MORTGAGE,Not Verified,PA,42000,2008
False,1500.0,36 months,9.7,B1,15.62,715.0,0,10+ years,MORTGAGE,Not Verified,GA,51996,2008
True,7500.0,36 months,9.76,B2,13.91,725.0,0,5 years,MORTGAGE,Not Verified,GA,78000,2008
False,6500.0,36 months,8.63,A5,9.34,730.0,0,10+ years,RENT,Verified,NJ,23000,2008
False,5000.0,36 months,12.86,D1,23.23,700.0,0,< 1 year,RENT,Not Verified,GA,25000,2008
False,8000.0,36 months,10.96,B5,12.28,695.0,0,5 years,MORTGAGE,Verified,SC,51000,2008
False,7500.0,36 months,11.59,C2,13.91,690.0,0,2 years,MORTGAGE,Not Verified,RI,32000,2008
False,6500.0,36 months,11.91,C3,21.97,705.0,0,< 1 year,RENT,Not Verified,NY,26004,2008
False,7500.0,36 months,13.8,D4,18.16,665.0,0,3 years,MORTGAGE,Not Verified,NJ,68000,2008
False,6800.0,36 months,11.59,C2,11.91,680.0,0,10+ years,RENT,Not Verified,MD,41196,2008
False,1000.0,36 months,11.28,C1,17.96,675.0,0,10+ years,MORTGAGE,Not Verified,TX,55536,2008
False,7500.0,36 months,12.86,D1,20.56,680.0,0,3 years,RENT,Not Verified,PA,48500,2008
True,7000.0,36 months,8.0,A3,10.04,755.0,0,< 1 year,RENT,Not Verified,FL,22480,2008
False,5075.0,36 months,12.54,C5,18.72,675.0,0,7 years,RENT,Not Verified,WA,20000,2008
True,5000.0,36 months,11.28,C1,13.53,685.0,1,10+ years,RENT,Verified,IL,83004,2008
False,7500.0,36 months,11.28,C1,10.12,685.0,0,9 years,RENT,Verified,CA,115275,2008
False,3000.0,36 months,12.22,C4,21.35,680.0,0,6 years,RENT,Not Verified,CA,60996,2008
False,7000.0,36 months,8.0,A3,6.36,750.0,0,10+ years,MORTGAGE,Not Verified,AZ,91000,2008
False,5600.0,36 months,11.91,C3,2.68,675.0,0,8 years,MORTGAGE,Not Verified,PA,25500,2008
False,1500.0,36 months,12.22,C4,21.51,680.0,0,< 1 year,RENT,Not Verified,VA,14000,2008
False,6000.0,36 months,10.01,B2,11.22,705.0,1,1 year,RENT,Not Verified,CA,60000,2008
False,7500.0,36 months,12.22,C4,24.63,725.0,0,10+ years,MORTGAGE,Not Verified,AL,39996,2008
False,4800.0,36 months,11.91,C3,7.98,670.0,0,2 years,MORTGAGE,Not Verified,NC,38667,2008
False,7000.0,36 months,15.38,E4,23.54,665.0,0,5 years,MORTGAGE,Not Verified,MN,71000,2008
False,7500.0,36 months,11.34,C2,10.66,680.0,0,4 years,OWN,Not Verified,NM,35000,2008
False,7000.0,36 months,8.0,A3,6.61,750.0,0,< 1 year,MORTGAGE,Verified,NC,45180,2008
False,4950.0,36 months,7.68,A2,0.0,770.0,0,1 year,MORTGAGE,Not Verified,NY,35000,2008
False,7500.0,36 months,8.32,A4,2.42,760.0,0,1 year,RENT,Not Verified,MA,50000,2008
False,7500.0,36 months,8.32,A4,2.81,755.0,0,9 years,MORTGAGE,Not Verified,AZ,70000,2008
False,7500.0,36 months,10.39,B4,10.64,705.0,0,< 1 year,MORTGAGE,Verified,IL,91000,2008
False,3000.0,36 months,8.0,A3,0.0,735.0,0,1 year,RENT,Not Verified,NY,93000,2008
False,2000.0,36 months,10.39,B4,8.13,690.0,0,8 years,RENT,Not Verified,NY,22004,2008
True,6000.0,36 months,9.76,B2,12.37,710.0,0,6 years,MORTGAGE,Not Verified,IL,60996,2008
False,6500.0,36 months,13.87,D5,23.99,685.0,0,6 years,MORTGAGE,Not Verified,CA,105000,2008
False,7500.0,36 months,11.03,C1,21.12,715.0,0,10+ years,RENT,Not Verified,CO,58000,2008
False,4500.0,36 months,11.03,C1,20.81,705.0,0,4 years,RENT,Verified,CA,47000,2008
False,7000.0,36 months,11.66,C3,6.75,675.0,0,10+ years,RENT,Verified,MI,112200,2008
False,6000.0,36 months,11.66,C3,3.99,675.0,0,< 1 year,RENT,Not Verified,PA,39996,2008
False,7500.0,36 months,8.32,A4,3.74,745.0,0,< 1 year,RENT,Not Verified,AR,44000,2008
False,5000.0,36 months,8.32,A4,10.13,740.0,0,10+ years,MORTGAGE,Not Verified,PA,30792,2008
True,7500.0,36 months,13.24,D3,16.76,665.0,0,1 year,RENT,Not Verified,VA,23196,2008
True,3000.0,36 months,10.08,B3,6.9,695.0,0,< 1 year,RENT,Not Verified,CA,36000,2008
False,7500.0,36 months,8.63,A5,6.0,745.0,0,< 1 year,RENT,Verified,TN,35004,2008
False,4800.0,36 months,9.45,B1,5.17,720.0,0,2 years,RENT,Not Verified,CA,45000,2008
False,7200.0,36 months,10.08,B3,18.09,720.0,0,< 1 year,RENT,Not Verified,UT,38000,2008
False,5000.0,36 months,11.03,C1,16.56,685.0,1,2 years,RENT,Not Verified,NY,50000,2008
False,7500.0,36 months,13.24,D3,13.44,665.0,0,1 year,RENT,Verified,PA,30000,2008
True,7500.0,36 months,9.76,B2,6.74,715.0,0,4 years,RENT,Not Verified,FL,22596,2008
True,1500.0,36 months,10.39,B4,13.17,695.0,0,1 year,RENT,Verified,FL,35000,2008
False,7500.0,36 months,13.55,D4,24.22,685.0,0,< 1 year,RENT,Not Verified,NH,70000,2008
True,7500.0,36 months,9.45,B1,1.57,720.0,1,< 1 year,RENT,Not Verified,CA,45000,2008
False,5500.0,36 months,12.29,C5,20.56,685.0,0,5 years,RENT,Not Verified,CA,34000,2008
False,1600.0,36 months,11.66,C3,18.4,675.0,0,10+ years,MORTGAGE,Not Verified,TN,60000,2008
False,1500.0,36 months,12.29,C5,7.43,660.0,0,4 years,RENT,Not Verified,NJ,155004,2008
False,7500.0,36 months,8.32,A4,1.52,755.0,0,10+ years,OWN,Not Verified,LA,30004,2008
False,4000.0,36 months,12.61,D1,10.92,660.0,0,2 years,MORTGAGE,Verified,KS,143123,2008
False,7000.0,36 months,11.34,C2,5.69,680.0,0,7 years,RENT,Not Verified,MA,35000,2008
False,7000.0,36 months,8.32,A4,4.42,740.0,0,< 1 year,RENT,Not Verified,GA,50000,2008
True,6000.0,36 months,12.61,D1,19.92,670.0,0,5 years,RENT,Verified,OH,30000,2008
True,3000.0,36 months,12.29,C5,1.71,670.0,0,< 1 year,RENT,Not Verified,FL,42000,2008
False,2000.0,36 months,11.97,C4,10.4,665.0,0,8 years,MORTGAGE,Not Verified,NJ,48000,2008
False,7500.0,36 months,8.32,A4,7.87,755.0,0,7 years,MORTGAGE,Not Verified,IL,100000,2008
False,2000.0,36 months,9.76,B2,17.01,710.0,0,10+ years,RENT,Not Verified,NJ,80004,2008
False,4000.0,36 months,8.32,A4,15.07,760.0,0,3 years,RENT,Verified,UT,32004,2008
False,7500.0,36 months,11.03,C1,7.55,685.0,0,9 years,RENT,Not Verified,CA,115000,2008
False,5600.0,36 months,8.0,A3,2.31,745.0,0,< 1 year,RENT,Verified,OH,26000,2008
False,5000.0,36 months,10.08,B3,3.33,700.0,1,6 years,OWN,Not Verified,OK,48000,2008
False,7500.0,36 months,12.29,C5,3.18,670.0,1,1 year,MORTGAGE,Not Verified,CA,131000,2008
False,7500.0,36 months,8.0,A3,4.28,810.0,0,2 years,MORTGAGE,Verified,UT,48000,2008
False,7500.0,36 months,11.66,C3,17.59,685.0,0,3 years,RENT,Not Verified,NC,61000,2008
False,1000.0,36 months,7.37,A1,0.35,805.0,0,< 1 year,RENT,Not Verified,CO,34000,2008
False,7500.0,36 months,12.61,D1,5.71,665.0,0,1 year,RENT,Not Verified,CA,42000,2008
False,5900.0,36 months,10.71,B5,16.24,695.0,0,< 1 year,RENT,Not Verified,OH,36800,2008
True,2100.0,36 months,12.29,C5,19.92,665.0,0,10+ years,MORTGAGE,Not Verified,MN,57043,2008
False,5750.0,36 months,9.45,B1,14.56,730.0,0,1 year,RENT,Not Verified,VA,95800,2008
False,2500.0,36 months,10.08,B3,1.55,695.0,0,10+ years,RENT,Not Verified,MA,65004,2008
True,7500.0,36 months,11.97,C4,21.63,690.0,0,10+ years,RENT,Not Verified,WA,68844,2008
False,4550.0,36 months,11.03,C1,10.82,685.0,0,7 years,MORTGAGE,Not Verified,TN,53000,2008
False,6300.0,36 months,12.29,C5,0.95,665.0,0,< 1 year,MORTGAGE,Not Verified,PA,44004,2008
False,7500.0,36 months,10.71,B5,13.57,700.0,0,5 years,MORTGAGE,Not Verified,TX,90000,2008
False,4800.0,36 months,9.76,B2,16.77,715.0,0,6 years,OTHER,Not Verified,MI,35000,2008
True,7500.0,36 months,10.39,B4,3.26,700.0,0,2 years,RENT,Verified,TN,42000,2008
True,5000.0,36 months,12.29,C5,21.66,680.0,0,10+ years,MORTGAGE,Verified,TX,42000,2008
False,6000.0,36 months,11.03,C1,8.4,685.0,0,4 years,RENT,Not Verified,NJ,33276,2008
False,7500.0,36 months,13.24,D3,9.16,660.0,0,3 years,MORTGAGE,Not Verified,KS,138000,2008
False,5500.0,36 months,11.03,C1,3.83,680.0,0,10+ years,RENT,Not Verified,NJ,53000,2008
False,7500.0,36 months,10.39,B4,6.86,700.0,0,1 year,MORTGAGE,Not Verified,OK,50000,2008
False,4000.0,36 months,9.45,B1,5.16,720.0,0,2 years,RENT,Not Verified,CA,20000,2008
False,7500.0,36 months,11.97,C4,6.06,675.0,0,8 years,RENT,Not Verified,CA,57000,2008
False,4500.0,36 months,8.63,A5,7.53,720.0,0,10+ years,RENT,Not Verified,MD,78996,2008
False,7000.0,36 months,8.0,A3,1.33,745.0,0,10+ years,OWN,Verified,FL,18000,2008
False,5000.0,36 months,10.08,B3,14.34,705.0,0,1 year,RENT,Not Verified,VA,60000,2008
False,6000.0,36 months,12.92,D2,4.76,660.0,0,1 year,RENT,Not Verified,MD,32000,2008
False,7500.0,36 months,11.34,C2,3.96,680.0,0,< 1 year,RENT,Not Verified,MI,33000,2008
False,7200.0,36 months,10.39,B4,8.96,705.0,0,5 years,MORTGAGE,Not Verified,TX,63500,2008
False,7500.0,36 months,9.76,B2,13.55,720.0,0,1 year,RENT,Not Verified,NY,67500,2008
False,4000.0,36 months,8.63,A5,11.01,725.0,0,< 1 year,RENT,Not Verified,OH,19404,2008
False,5000.0,36 months,7.68,A2,0.38,810.0,0,2 years,MORTGAGE,Not Verified,UT,48000,2008
False,7500.0,36 months,11.03,C1,21.11,715.0,0,10+ years,MORTGAGE,Not Verified,OH,77268,2008
